time, gpsX, gpsY, compass, velX, velY, velHeading, combX, combY, combHeading, featX, featY, featHeading
0.462817, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215
0.591563, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215
0.672506, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.105858, 0.390814, 0.406114, 0.040100, 0.033001, 0.000131
0.783909, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.104856, 0.385458, 0.402052, 0.039071, 0.033769, -0.000089
0.876326, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.103854, 0.380194, 0.398029, 0.038070, 0.034518, -0.000303
0.988705, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.102853, 0.375020, 0.394043, 0.037094, 0.035248, -0.000512
1.081954, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.101852, 0.369934, 0.390096, 0.036144, 0.035958, -0.000716
1.183888, 0.106859, 0.396263, 0.410215, 0.106859, 0.396263, 0.410215, 0.100852, 0.364935, 0.386185, 0.035218, 0.036651, -0.000914
1.288000, -0.200265, 0.301678, 0.410215, 0.106859, 0.396263, 0.410215, 0.095359, 0.359121, 0.382306, 0.031213, 0.039651, -0.001772
1.390824, -0.200265, 0.301678, 0.410215, 0.106859, 0.396263, 0.410215, 0.094384, 0.354339, 0.378463, 0.030343, 0.040303, -0.001958
1.487858, -0.200265, 0.301678, 0.410215, 0.106859, 0.396263, 0.410215, 0.093417, 0.349633, 0.376230, 0.029934, 0.040610, -0.002046
1.603848, -0.200265, 0.301678, 0.410215, 0.106859, 0.396263, 0.410215, 0.092452, 0.345007, 0.372445, 0.029106, 0.041232, -0.002224
1.696195, -0.200265, 0.301678, 0.410215, 0.106859, 0.396263, 0.410215, 0.091490, 0.340459, 0.368697, 0.028299, 0.041838, -0.002397
1.802941, -0.200265, 0.301678, 0.410215, 0.106859, 0.396263, 0.410215, 0.090530, 0.335989, 0.364984, 0.027513, 0.042427, -0.002565
1.901063, -0.200265, 0.301678, 0.410215, 0.106859, 0.396263, 0.410215, 0.089574, 0.331594, 0.361307, 0.026749, 0.043002, -0.002729
2.004868, -0.200265, 0.301678, 0.410215, 0.106859, 0.396263, 0.410215, 0.088620, 0.327274, 0.357665, 0.026004, 0.043562, -0.002889
2.108423, 0.032469, -0.029203, 0.410215, 0.106859, 0.396263, 0.410215, 0.086848, 0.317753, 0.354059, 0.025795, 0.043718, -0.002933
2.212261, 0.032469, -0.029203, 0.410215, 0.111620, 0.398334, 0.410215, 0.090766, 0.315388, 0.350495, 0.028252, 0.041873, -0.002407
2.311069, 0.032469, -0.029203, 0.410215, 0.116151, 0.400304, 0.410215, 0.094433, 0.312930, 0.346971, 0.030565, 0.040137, -0.001911
2.415921, 0.032469, -0.029203, 0.410215, 0.120958, 0.402395, 0.410215, 0.098494, 0.310699, 0.343446, 0.041413, 0.047125, -0.005476
2.516103, 0.032469, -0.029203, 0.164420, 0.125552, 0.404392, 0.410215, 0.102302, 0.308363, 0.331095, 0.041623, 0.046968, -0.005431
2.628944, 0.032469, -0.029203, 0.164420, 0.135900, 0.408892, 0.410215, 0.111997, 0.307985, 0.327744, 0.047888, 0.042284, -0.004088
2.716564, 0.032469, -0.029203, 0.164420, 0.143935, 0.412387, 0.410215, 0.119277, 0.306725, 0.324435, 0.052612, 0.038760, -0.003075
2.833171, 0.032469, -0.029203, 0.164420, 0.154628, 0.417037, 0.410215, 0.130329, 0.310442, 0.324435, 0.052612, 0.038760, -0.003075
2.926341, -0.818998, -0.554333, 0.164420, 0.163172, 0.420753, 0.410215, 0.123778, 0.296417, 0.321171, 0.057481, 0.035137, -0.002032
3.030818, -0.818998, -0.554333, 0.164420, 0.172753, 0.424919, 0.410215, 0.132918, 0.296025, 0.317910, 0.082092, 0.053687, -0.004941
3.130925, -0.818998, -0.554333, 0.164420, 0.181933, 0.428912, 0.410215, 0.141678, 0.295471, 0.314652, 0.092498, 0.053631, -0.007850
3.237777, -0.818998, -0.554333, 0.164420, 0.191732, 0.433173, 0.410215, 0.151040, 0.295034, 0.311440, 0.098570, 0.049151, -0.006546
3.335979, -0.818998, -0.554333, 0.164420, 0.200737, 0.437089, 0.410215, 0.159607, 0.294334, 0.308273, 0.108380, 0.050797, -0.005315
3.448302, -0.818998, -0.554333, 0.164420, 0.211038, 0.441569, 0.410215, 0.169477, 0.293967, 0.305150, 0.114800, 0.046086, -0.003937
3.538422, -0.818998, -0.554333, 0.367827, 0.219302, 0.445163, 0.410215, 0.177267, 0.292964, 0.305175, 0.124923, 0.047525, -0.002637
3.653188, -0.818998, -0.554333, 0.367827, 0.229827, 0.449740, 0.410215, 0.187363, 0.292607, 0.302111, 0.131501, 0.042724, -0.001226
3.746034, 0.983374, 1.072115, 0.367827, 0.238341, 0.453443, 0.410215, 0.207047, 0.302939, 0.299101, 0.142235, 0.034920, 0.001075
3.850612, 0.983374, 1.072115, 0.367827, 0.247931, 0.457613, 0.410215, 0.216300, 0.302207, 0.296051, 0.167671, 0.051776, -0.005854
3.948284, 0.983374, 1.072115, 0.367827, 0.256888, 0.461509, 0.410215, 0.224857, 0.301197, 0.293044, 0.173261, 0.047743, -0.004653
4.061589, 0.983374, 1.072115, 0.367827, 0.267278, 0.466027, 0.410215, 0.234866, 0.300548, 0.290081, 0.179803, 0.043036, -0.003250
4.156516, 0.983374, 1.072115, 0.367827, 0.275983, 0.469813, 0.410215, 0.243145, 0.299388, 0.287160, 0.189481, 0.044879, -0.002034
4.268270, 0.983374, 1.072115, 0.367827, 0.286232, 0.474270, 0.410215, 0.252994, 0.298619, 0.284282, 0.195939, 0.040258, -0.000649
4.360802, 0.983374, 1.072115, 0.367827, 0.294717, 0.477960, 0.410215, 0.261152, 0.297454, 0.281403, 0.213675, 0.050562, -0.003602
4.473213, 0.983374, 1.072115, 0.367827, 0.305026, 0.482443, 0.410215, 0.271176, 0.296755, 0.278567, 0.220239, 0.045893, -0.002193
4.561256, 0.383700, -0.676411, -0.206701, 0.313100, 0.485954, 0.410215, 0.280499, 0.280830, 0.251706, 0.230726, 0.050390, -0.005490
4.677904, 0.383700, -0.676411, -0.206701, 0.323797, 0.490606, 0.410215, 0.290984, 0.280162, 0.249149, 0.237648, 0.045492, -0.004004
4.773007, 0.383700, -0.676411, -0.206701, 0.332518, 0.494399, 0.410215, 0.299346, 0.278893, 0.246629, 0.243235, 0.041550, -0.002806
4.873220, 0.383700, -0.676411, -0.206701, 0.341708, 0.498396, 0.410215, 0.308230, 0.277768, 0.244148, 0.253483, 0.043245, -0.001473
4.977477, 0.383700, -0.676411, -0.206701, 0.351268, 0.502553, 0.410215, 0.317466, 0.276667, 0.241705, 0.259642, 0.038923, -0.000153
5.080519, 0.383700, -0.676411, -0.206701, 0.360718, 0.506663, 0.410215, 0.326622, 0.275531, 0.239259, 0.270891, 0.038971, -0.002894
5.180733, 0.383700, -0.676411, -0.206701, 0.374503, 0.512658, 0.410215, 0.340524, 0.275650, 0.236817, 0.294441, 0.049476, -0.004942
5.290185, 0.383700, -0.676411, -0.206701, 0.389558, 0.519205, 0.410215, 0.355702, 0.275948, 0.234421, 0.304379, 0.042586, -0.002809
5.386053, 0.672983, 0.228511, -0.206701, 0.402746, 0.524940, 0.410215, 0.373372, 0.274862, 0.232074, 0.316484, 0.034236, -0.000216
5.498077, 0.672983, 0.228511, -0.206701, 0.418155, 0.531642, 0.410215, 0.388843, 0.275041, 0.229774, 0.330874, 0.033021, 0.002033
5.590829, 0.672983, 0.228511, -0.131999, 0.430914, 0.537190, 0.410215, 0.401507, 0.274350, 0.209555, 0.339927, 0.037001, -0.001389
5.702721, 0.672983, 0.228511, -0.131999, 0.446305, 0.543884, 0.410215, 0.416906, 0.274125, 0.207467, 0.350083, 0.030078, 0.000784
5.791300, 0.672983, 0.228511, -0.131999, 0.458506, 0.549145, 0.407123, 0.428824, 0.273049, 0.202354, 0.357055, 0.025344, 0.002275
5.907889, 0.672983, 0.228511, -0.131999, 0.474593, 0.556004, 0.403053, 0.445044, 0.272906, 0.196265, 0.384248, 0.037288, -0.003663
5.996355, 0.672983, 0.228511, -0.131999, 0.486815, 0.561171, 0.399965, 0.457064, 0.271810, 0.191223, 0.391256, 0.032574, -0.002162
6.112749, 0.672983, 0.228511, -0.131999, 0.502924, 0.567904, 0.395902, 0.473396, 0.271571, 0.185167, 0.419363, 0.042526, -0.012121
6.205745, 1.234324, 0.194587, -0.131999, 0.515812, 0.573242, 0.392656, 0.497373, 0.269291, 0.180014, 0.434984, 0.032144, -0.008776
6.318050, 1.234324, 0.194587, -0.131999, 0.531401, 0.579627, 0.388736, 0.512941, 0.268549, 0.174225, 0.446139, 0.026078, -0.010811
6.402889, 1.234324, 0.194587, -0.131999, 0.543205, 0.584380, 0.382813, 0.524702, 0.267195, 0.166365, 0.473127, 0.038259, -0.025455
6.522316, 1.234324, 0.194587, -0.131999, 0.559878, 0.590933, 0.374475, 0.541476, 0.266458, 0.156210, 0.481288, 0.032925, -0.023708
6.615675, 1.234324, 0.194587, 0.250516, 0.572944, 0.595970, 0.367958, 0.554549, 0.265155, 0.152847, 0.504415, 0.037883, -0.033857
6.727655, 1.234324, 0.194587, 0.250516, 0.588664, 0.601890, 0.360140, 0.570283, 0.264063, 0.143257, 0.512073, 0.032928, -0.032217
6.820869, 1.234324, 0.194587, 0.250516, 0.601796, 0.606689, 0.350379, 0.583136, 0.262380, 0.131849, 0.517120, 0.029673, -0.031137
6.922833, 1.234324, 0.194587, 0.250516, 0.616217, 0.611785, 0.339701, 0.597411, 0.260762, 0.119503, 0.537880, 0.033144, -0.045739
7.025850, -0.477370, 1.029507, 0.250516, 0.630841, 0.616777, 0.328913, 0.595397, 0.270427, 0.107149, 0.528152, 0.039388, -0.047823
7.138918, -0.477370, 1.029507, 0.250516, 0.646956, 0.622065, 0.317072, 0.611299, 0.268486, 0.093692, 0.546902, 0.035045, -0.066361
7.222795, -0.477370, 1.029507, 0.250516, 0.658956, 0.625847, 0.305361, 0.623062, 0.266092, 0.080268, 0.572101, 0.041229, -0.089263
7.342492, -0.477370, 1.029507, 0.250516, 0.676167, 0.630958, 0.288648, 0.640022, 0.263794, 0.062038, 0.577097, 0.038065, -0.088193
7.435616, -0.477370, 1.029507, 0.250516, 0.689609, 0.634760, 0.275646, 0.653155, 0.261096, 0.047435, 0.599340, 0.038962, -0.111049
7.547394, -0.477370, 1.029507, 0.250516, 0.705812, 0.639071, 0.260039, 0.668924, 0.258246, 0.030409, 0.603992, 0.036044, -0.110052
7.640592, -0.477370, 1.029507, -0.391688, 0.719367, 0.642489, 0.247026, 0.681982, 0.254926, -0.004454, 0.621464, 0.039718, -0.142660
7.752035, -0.477370, 1.029507, -0.391688, 0.735638, 0.646324, 0.231465, 0.697606, 0.251325, -0.021231, 0.626097, 0.036833, -0.141667
7.845459, 0.302184, -0.184659, -0.391688, 0.749318, 0.649361, 0.218421, 0.704313, 0.241179, -0.035345, 0.628346, 0.035436, -0.141186
7.949990, 0.302184, -0.184659, -0.391688, 0.764673, 0.652534, 0.203826, 0.719005, 0.237289, -0.051158, 0.655399, 0.033259, -0.171704
8.050397, 0.302184, -0.184659, -0.391688, 0.779464, 0.655376, 0.189806, 0.733317, 0.233309, -0.066547, 0.686259, 0.036350, -0.202123
8.162116, 0.302184, -0.184659, -0.391688, 0.795968, 0.658281, 0.174207, 0.749137, 0.228955, -0.083335, 0.691231, 0.033325, -0.201059
8.255453, 0.302184, -0.184659, -0.391688, 0.809787, 0.660527, 0.161175, 0.762298, 0.224582, -0.097681, 0.711450, 0.025879, -0.227746
8.367743, 0.302184, -0.184659, -0.391688, 0.826453, 0.662969, 0.145497, 0.778095, 0.219679, -0.114492, 0.716474, 0.022857, -0.226672
8.460425, 0.302184, -0.184659, -0.391688, 0.840233, 0.664807, 0.132556, 0.791099, 0.214929, -0.128690, 0.739523, 0.019006, -0.253145
8.571903, 0.302184, -0.184659, -0.391688, 0.856840, 0.666759, 0.116991, 0.806701, 0.209578, -0.145334, 0.744545, 0.016020, -0.252074
8.665356, 0.878092, 0.682066, -0.578739, 0.870783, 0.668213, 0.103942, 0.820330, 0.211150, -0.180458, 0.752827, 0.010822, -0.285248
8.776577, 0.878092, 0.682066, -0.578739, 0.887401, 0.669686, 0.088413, 0.835508, 0.204902, -0.196870, 0.757683, 0.007954, -0.284215
8.871835, 0.878092, 0.682066, -0.578739, 0.901649, 0.670758, 0.075112, 0.848166, 0.198976, -0.210902, 0.761701, 0.005585, -0.283360
8.982647, 0.878092, 0.682066, -0.578739, 0.918241, 0.671749, 0.059640, 0.863317, 0.192440, -0.227244, 0.794577, 0.008203, -0.313283
9.069689, 0.878092, 0.682066, -0.578739, 0.931283, 0.672369, 0.047487, 0.875145, 0.186521, -0.240440, 0.818965, 0.001151, -0.343689
9.186540, 0.878092, 0.682066, -0.578739, 0.948802, 0.672915, 0.031171, 0.891081, 0.179311, -0.257614, 0.824272, -0.001902, -0.342562
9.280193, 0.878092, 0.682066, -0.578739, 0.962848, 0.673169, 0.018095, 0.903474, 0.172857, -0.271400, 0.828380, -0.004261, -0.341689
9.385834, 0.878092, 0.682066, -0.578739, 0.978694, 0.673222, 0.003345, 0.917707, 0.165684, -0.287007, 0.854112, -0.011599, -0.371792
9.485327, 1.165919, -0.346199, -0.578739, 0.993617, 0.673065, -0.010547, 0.934769, 0.151093, -0.301896, 0.888766, -0.016773, -0.400686
9.597379, 1.165919, -0.346199, -0.578739, 1.010419, 0.672625, -0.026193, 0.949887, 0.143361, -0.318362, 0.894078, -0.019740, -0.399561
9.684472, 1.165919, -0.346199, -0.350548, 1.023473, 0.672124, -0.038353, 0.961354, 0.136436, -0.332433, 0.903205, -0.039113, -0.422481
9.801383, 1.165919, -0.346199, -0.350548, 1.040984, 0.671165, -0.054677, 0.976798, 0.127854, -0.349483, 0.908695, -0.042148, -0.421325
9.896677, 1.165919, -0.346199, -0.350548, 1.055245, 0.670194, -0.067982, 0.989004, 0.120272, -0.363364, 0.913017, -0.044532, -0.420415
10.006496, 1.165919, -0.346199, -0.350548, 1.071660, 0.668824, -0.083316, 1.003282, 0.111614, -0.379416, 0.935795, -0.057008, -0.450533
10.096413, 1.165919, -0.346199, -0.350548, 1.085086, 0.667532, -0.095871, 1.014656, 0.103654, -0.392787, 0.943002, -0.080710, -0.473555
10.211812, 1.165919, -0.346199, -0.350548, 1.102288, 0.665598, -0.111983, 1.029308, 0.094065, -0.409535, 0.948469, -0.083661, -0.472413
10.305340, 0.732424, -0.044203, -0.350548, 1.116207, 0.663848, -0.125042, 1.036154, 0.083757, -0.423088, 0.950583, -0.084799, -0.471972
10.408605, 0.732424, -0.044203, -0.350548, 1.131547, 0.661695, -0.139461, 1.048597, 0.074237, -0.438006, 0.944318, -0.119899, -0.487487
10.510077, 0.732424, -0.044203, -0.350548, 1.146588, 0.659366, -0.153629, 1.063380, 0.065589, -0.453112, 1.135049, -0.065605, -0.545971
10.621158, 0.732424, -0.044203, -0.350548, 1.163012, 0.656561, -0.169139, 1.079178, 0.056349, -0.469416, 1.140404, -0.056267, -0.548014
10.715160, 0.732424, -0.044203, -0.183315, 1.176879, 0.654006, -0.182264, 1.092326, 0.047994, -0.468635, 1.129177, -0.083286, -0.573151
10.818653, 0.732424, -0.044203, -0.183315, 1.192104, 0.650971, -0.196714, 1.106494, 0.039053, -0.484005, 1.134127, -0.074583, -0.575052
10.919940, 0.732424, -0.044203, -0.183315, 1.206960, 0.647792, -0.210856, 1.120523, 0.029757, -0.499159, 1.165342, -0.103974, -0.599271
11.023523, 0.732424, -0.044203, -0.183315, 1.222105, 0.644320, -0.225319, 1.134599, 0.020362, -0.514497, 1.170282, -0.095286, -0.601184
11.125773, 1.258140, 0.162400, -0.183315, 1.237004, 0.640680, -0.239596, 1.150003, 0.013051, -0.529786, 1.183234, -0.106454, -0.630024
11.235712, 1.258140, 0.162400, -0.183315, 1.252962, 0.636522, -0.254946, 1.164406, 0.002946, -0.546000, 1.184291, -0.099076, -0.631453
11.324622, 1.258140, 0.162400, -0.183315, 1.265825, 0.632998, -0.267361, 1.175858, -0.005453, -0.559156, 1.185168, -0.093007, -0.632627
11.431524, 1.258140, 0.162400, -0.183315, 1.281226, 0.628532, -0.282287, 1.190124, -0.016055, -0.574914, 1.242713, -0.140422, -0.657205
11.535130, 1.258140, 0.162400, -0.183315, 1.296087, 0.623987, -0.296753, 1.203479, -0.026660, -0.590328, 1.232148, -0.155782, -0.684190
11.645845, 1.258140, 0.162400, -0.183315, 1.311892, 0.618886, -0.312212, 1.217435, -0.037773, -0.606591, 1.237368, -0.146552, -0.686253
11.740087, 1.258140, 0.162400, -0.464693, 1.325286, 0.614367, -0.325370, 1.229349, -0.047964, -0.612995, 1.251915, -0.183908, -0.711803
11.850625, 1.258140, 0.162400, -0.464693, 1.340913, 0.608825, -0.340804, 1.242977, -0.059467, -0.629284, 1.257078, -0.174718, -0.713866
11.946367, 0.587697, -0.766095, -0.464693, 1.354383, 0.603844, -0.354172, 1.244649, -0.080008, -0.643361, 1.256282, -0.176133, -0.713548
12.055872, 0.587697, -0.766095, -0.464693, 1.369701, 0.597913, -0.369462, 1.258188, -0.091876, -0.659437, 1.294265, -0.211019, -0.737351
12.149987, 0.587697, -0.766095, -0.464693, 1.382797, 0.592642, -0.382603, 1.269473, -0.102615, -0.673491, 1.285376, -0.230288, -0.763831
12.260285, 0.587697, -0.766095, -0.464693, 1.398049, 0.586230, -0.398003, 1.282368, -0.114753, -0.689661, 1.290445, -0.221164, -0.765895
12.356299, 0.587697, -0.766095, -0.464693, 1.411249, 0.580471, -0.411410, 1.292692, -0.125534, -0.703734, 1.249168, -0.222037, -0.769783
12.465588, 0.587697, -0.766095, -0.464693, 1.426173, 0.573686, -0.426669, 1.305377, -0.138068, -0.719751, 1.328356, -0.252139, -0.794653
12.559827, 0.587697, -0.766095, -0.464693, 1.438963, 0.567668, -0.439827, 1.316048, -0.149457, -0.733789, 1.326828, -0.276246, -0.820922
12.670491, 0.587697, -0.766095, -0.464693, 1.453872, 0.560368, -0.455279, 1.328256, -0.162358, -0.749978, 1.331826, -0.267163, -0.822996
12.766044, 1.189162, -0.071422, -0.841441, 1.466660, 0.553895, -0.468621, 1.336617, -0.172637, -0.768021, 1.355295, -0.293653, -0.846732
12.874901, 1.189162, -0.071422, -0.841441, 1.481114, 0.546299, -0.483820, 1.348368, -0.185667, -0.783876, 1.360191, -0.284750, -0.848778
12.968994, 1.189162, -0.071422, -0.841441, 1.493521, 0.539571, -0.496958, 1.358287, -0.197575, -0.797826, 1.361908, -0.316652, -0.878267
13.079690, 1.189162, -0.071422, -0.841441, 1.507992, 0.531430, -0.512414, 1.369653, -0.211109, -0.813953, 1.366822, -0.307644, -0.880340
13.174478, 1.189162, -0.071422, -0.841441, 1.520291, 0.524295, -0.525649, 1.379519, -0.223392, -0.827946, 1.395347, -0.342724, -0.903017
13.285196, 1.189162, -0.071422, -0.841441, 1.534526, 0.515741, -0.541108, 1.390707, -0.237265, -0.844022, 1.400244, -0.333716, -0.905107
13.378045, 1.189162, -0.071422, -0.841441, 1.546370, 0.508413, -0.554072, 1.400305, -0.249716, -0.857726, 1.431782, -0.376029, -0.930989
13.489916, 1.189162, -0.071422, -0.841441, 1.560500, 0.499362, -0.569692, 1.411466, -0.264144, -0.873944, 1.436680, -0.366966, -0.933109
13.583142, 1.206143, 0.406251, -0.841441, 1.572177, 0.491667, -0.582709, 1.417490, -0.266099, -0.887453, 1.443882, -0.353725, -0.936211
13.695096, 1.206143, 0.406251, -0.841441, 1.586052, 0.482208, -0.598340, 1.428209, -0.280829, -0.903676, 1.449237, -0.382150, -0.962225
13.790882, 1.206143, 0.406251, -0.978252, 1.597815, 0.473957, -0.611715, 1.437372, -0.294103, -0.920794, 1.467568, -0.415072, -0.988462
13.900096, 1.206143, 0.406251, -0.978252, 1.611081, 0.464346, -0.626964, 1.447464, -0.308780, -0.936588, 1.472252, -0.406330, -0.990524
13.994335, 1.206143, 0.406251, -0.978252, 1.622418, 0.455902, -0.640122, 1.456002, -0.322028, -0.950408, 1.476538, -0.437091, -1.015931
14.105052, 1.206143, 0.406251, -0.978252, 1.635583, 0.445778, -0.655581, 1.465684, -0.337077, -0.966389, 1.481255, -0.428221, -1.018028
14.197798, 1.206143, 0.406251, -0.978252, 1.646500, 0.437155, -0.668531, 1.473935, -0.350438, -0.979978, 1.506401, -0.469467, -1.043304
14.309835, 1.206143, 0.406251, -0.978252, 1.659524, 0.426533, -0.684174, 1.483498, -0.365979, -0.996120, 1.511130, -0.460508, -1.045437
14.400195, 1.897478, -0.531619, -0.978252, 1.669918, 0.417835, -0.696791, 1.497096, -0.380859, -1.009121, 1.515094, -0.453034, -1.047218
14.515386, 1.897478, -0.531619, -0.978252, 1.682989, 0.406534, -0.712874, 1.506251, -0.396929, -1.025680, 1.518645, -0.482275, -1.072732
14.610944, 1.897478, -0.531619, -0.978252, 1.693706, 0.397016, -0.726217, 1.513658, -0.410262, -1.039378, 1.522748, -0.474476, -1.074594
14.716028, 1.897478, -0.531619, -0.978252, 1.705337, 0.386377, -0.740889, 1.521363, -0.425194, -1.054540, 1.515920, -0.505863, -1.102974
14.814145, 1.897478, -0.531619, -1.203738, 1.716060, 0.376296, -0.754589, 1.528292, -0.439532, -1.075561, 1.523537, -0.530971, -1.129638
14.920000, 1.897478, -0.531619, -1.203738, 1.727466, 0.365250, -0.769369, 1.535515, -0.454646, -1.090754, 1.527916, -0.522471, -1.131670
15.019805, 1.897478, -0.531619, -1.203738, 1.738074, 0.354686, -0.783304, 1.542387, -0.469462, -1.105208, 1.551895, -0.564179, -1.156514
15.130410, 1.897478, -0.531619, -1.203738, 1.749648, 0.342799, -0.798748, 1.549708, -0.485464, -1.121031, 1.556431, -0.555300, -1.158652
15.218837, 1.202317, 0.611785, -1.203738, 1.758783, 0.333182, -0.811094, 1.550250, -0.481719, -1.133669, 1.564588, -0.539447, -1.162473
15.335356, 1.202317, 0.611785, -1.203738, 1.770612, 0.320316, -0.827363, 1.557396, -0.498772, -1.150345, 1.557745, -0.571053, -1.190716
15.429330, 1.202317, 0.611785, -1.203738, 1.780016, 0.309815, -0.840485, 1.562959, -0.512493, -1.163757, 1.561572, -0.563544, -1.192525
15.533897, 1.202317, 0.611785, -1.203738, 1.790307, 0.297978, -0.855085, 1.569309, -0.528212, -1.178746, 1.592350, -0.608753, -1.217244
15.634040, 1.202317, 0.611785, -1.203738, 1.800004, 0.286506, -0.869067, 1.575172, -0.543671, -1.193219, 1.596105, -0.642083, -1.241771
15.745529, 1.202317, 0.611785, -1.203738, 1.810600, 0.273567, -0.884634, 1.581386, -0.560420, -1.209137, 1.600481, -0.633283, -1.243911
15.838995, 1.202317, 0.611785, -0.847082, 1.819340, 0.262605, -0.897684, 1.586364, -0.575231, -1.204061, 1.582597, -0.688629, -1.266292
15.943786, 1.202317, 0.611785, -0.847082, 1.828959, 0.250173, -0.912316, 1.591707, -0.591342, -1.219189, 1.586586, -0.680393, -1.268289
16.043866, 1.055459, -1.136735, -0.847082, 1.837978, 0.238173, -0.926290, 1.588880, -0.615249, -1.233739, 1.609816, -0.731790, -1.290799
16.155090, 1.055459, -1.136735, -0.847082, 1.847793, 0.224682, -0.941820, 1.594450, -0.632458, -1.249705, 1.613990, -0.723040, -1.292935
16.248920, 1.055459, -1.136735, -0.847082, 1.855924, 0.213193, -0.954921, 1.598959, -0.647529, -1.263347, 1.614862, -0.756494, -1.316922
16.352698, 1.055459, -1.136735, -0.847082, 1.864731, 0.200358, -0.969411, 1.603683, -0.663721, -1.278248, 1.618718, -0.748317, -1.318920
16.453905, 1.055459, -1.136735, -0.847082, 1.873143, 0.187720, -0.983542, 1.608022, -0.679949, -1.292917, 1.618967, -0.787102, -1.346105
16.556667, 1.055459, -1.136735, -0.847082, 1.881498, 0.174767, -0.997890, 1.612198, -0.696094, -1.307673, 1.622726, -0.779009, -1.348084
16.660440, 1.055459, -1.136735, -0.847082, 1.889746, 0.161566, -1.012380, 1.616021, -0.712730, -1.322693, 1.615563, -0.814449, -1.375219
16.769966, 1.055459, -1.136735, -0.847082, 1.898236, 0.147501, -1.027672, 1.619807, -0.729872, -1.338379, 1.619523, -0.805794, -1.377335
16.863795, 1.084724, 0.476402, -0.659443, 1.905352, 0.135357, -1.040773, 1.614896, -0.727364, -1.317676, 1.590800, -0.869709, -1.396667
16.975024, 1.084724, 0.476402, -0.659443, 1.913562, 0.120833, -1.056304, 1.618460, -0.745343, -1.333862, 1.594584, -0.861135, -1.398750
17.068716, 1.084724, 0.476402, -0.659443, 1.920317, 0.108509, -1.069385, 1.621070, -0.761135, -1.347729, 1.587596, -0.898298, -1.425485
17.169324, 1.084724, 0.476402, -0.659443, 1.927384, 0.095175, -1.083433, 1.623702, -0.777618, -1.362433, 1.590946, -0.890578, -1.427359
17.273878, 1.084724, 0.476402, -0.659443, 1.934526, 0.081212, -1.098031, 1.626239, -0.794348, -1.377554, 1.594518, -0.882388, -1.429349
17.378614, 1.084724, 0.476402, -0.659443, 1.941474, 0.067122, -1.112655, 1.628616, -0.811376, -1.392808, 1.601397, -0.914260, -1.455159
17.478796, 1.084724, 0.476402, -0.659443, 1.947979, 0.053575, -1.123146, 1.630687, -0.828141, -1.404079, 1.602208, -0.956078, -1.481259
17.589996, 1.084724, 0.476402, -0.659443, 1.955023, 0.038456, -1.134791, 1.632797, -0.846264, -1.416383, 1.602163, -0.954141, -1.481667
17.683791, 1.681358, -1.044413, -0.659443, 1.960839, 0.025645, -1.144613, 1.634983, -0.864999, -1.426959, 1.599562, -0.999564, -1.501623
17.794608, 1.681358, -1.044413, -0.659443, 1.967535, 0.010431, -1.156218, 1.636635, -0.883188, -1.439204, 1.601192, -0.995589, -1.502591
17.890481, 1.681358, -1.044413, -1.031121, 1.973195, -0.002790, -1.166258, 1.637982, -0.899222, -1.429028, 1.592335, -1.017327, -1.497305
17.991526, 1.681358, -1.044413, -1.031121, 1.979062, -0.016765, -1.173312, 1.639112, -0.916184, -1.436876, 1.579701, -1.043755, -1.515487
18.095251, 1.681358, -1.044413, -1.031121, 1.984981, -0.031154, -1.180554, 1.640533, -0.934133, -1.445010, 1.604748, -1.099306, -1.533423
18.204105, 1.681358, -1.044413, -1.031121, 1.991077, -0.046301, -1.188153, 1.641888, -0.952594, -1.453416, 1.604434, -1.100119, -1.533225
18.298400, 1.681358, -1.044413, -1.031121, 1.996272, -0.059457, -1.194736, 1.643198, -0.969187, -1.460847, 1.626516, -1.135711, -1.544825
18.409263, 1.681358, -1.044413, -1.031121, 2.002259, -0.074971, -1.202476, 1.644615, -0.987991, -1.469347, 1.626220, -1.136492, -1.544634
18.502142, 1.171097, -1.020175, -1.031121, 2.007191, -0.088001, -1.208960, 1.638082, -1.004524, -1.476700, 1.590057, -1.161361, -1.562690
18.614013, 1.171097, -1.020175, -1.031121, 2.013009, -0.103741, -1.216770, 1.638781, -1.023356, -1.485290, 1.589752, -1.162188, -1.562489
18.710346, 1.171097, -1.020175, -1.031121, 2.017927, -0.117328, -1.223495, 1.639162, -1.039638, -1.492718, 1.589501, -1.162869, -1.562324
18.819322, 1.171097, -1.020175, -1.031121, 2.023373, -0.132740, -1.231103, 1.639887, -1.058084, -1.501061, 1.611916, -1.198640, -1.573791
18.913379, 1.171097, -1.020175, -1.110850, 2.027987, -0.146073, -1.237670, 1.639813, -1.075093, -1.488742, 1.558122, -1.268730, -1.583179
